MindBrige_vae starting with epoch 0 / 500
>>> Epoch0 | Iter0 | voxel: torch.Size([120, 8192])
  0%|                                                                                                                                   | 0/500 [00:00<?, ?it/s]
>>> Epoch0 | Iter1 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter2 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter3 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter4 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter5 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter6 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter7 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter8 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter9 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter10 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter11 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter12 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter13 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter14 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter15 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter16 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter17 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter18 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter19 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter20 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter21 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter22 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter23 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter24 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter25 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter26 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter27 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter28 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter29 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter30 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter31 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter32 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter33 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter34 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter35 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter36 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter37 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter38 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter39 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter40 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter41 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter42 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter43 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter44 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter45 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter46 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter47 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter48 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter49 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter50 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter51 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter52 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter53 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter54 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter55 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter56 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter57 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter58 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter59 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter60 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter61 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter62 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter63 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter64 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter65 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter66 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter67 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter68 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter69 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter70 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter71 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter72 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter73 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter74 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter75 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter76 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter77 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter78 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter79 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter80 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter81 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter82 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter83 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter84 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter85 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter86 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter87 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter88 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter89 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter90 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter91 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter92 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter93 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter94 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter95 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter96 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter97 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter98 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter99 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter100 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter101 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter102 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter103 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter104 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter105 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter106 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter107 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter108 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter109 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter110 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter111 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter112 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter113 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter114 | voxel: torch.Size([120, 8192])
>>> Epoch0 | Iter115 | voxel: torch.Size([120, 8192])
